"gene","covid_healthy_log2FC","covid_healthy_padj","covid_virus_log2FC","covid_virus_padj","direction"
"ARL5A",2.42056663202777,0.00101539731405425,1.30514197113036,1.75316680166447e-05,"Higher in COVID-19"
"CNN1",3.14139508084128,0.0439436909316632,-3.16042906193862,1.78801528096028e-05,"Higher in COVID-19"
"ZBP1",3.99382450020637,1.63289346869947e-06,-1.34226941460801,1.8456242571301e-05,"Higher in COVID-19"
"C2orf40",2.77590971446603,3.27326254972853e-05,1.19770975727413,1.92629571512045e-05,"Higher in COVID-19"
"SF3B5",-1.22015835131325,0.000165455783069851,1.11080638750945,1.93525619903441e-05,"Lower in COVID-19"
"LMNB1",1.89191974034376,0.00218873982693727,-1.0428088712034,2.08443185312116e-05,"Higher in COVID-19"
"AIM2",2.66441074406339,0.00390409217391209,-1.37804964769268,2.08443185312116e-05,"Higher in COVID-19"
"VTRNA1_2",-2.0716047091975,0.00370542333939384,1.16932318871821,2.09586981229749e-05,"Lower in COVID-19"
"PROK2",3.58352366804916,0.00278236072096283,-1.95765093554956,2.24112794612401e-05,"Higher in COVID-19"
"BCL2A1",3.59974518207443,0.000100145303854447,-1.41773536838147,2.26979979409918e-05,"Higher in COVID-19"
"TNF",2.73424531446249,0.00677927700721595,-1.57902254668122,2.53412586894854e-05,"Higher in COVID-19"
"GBP1P1",1.82024176032928,0.0182498382506873,-1.32931298011252,2.63171833041935e-05,"Higher in COVID-19"
"SP140",2.39824506049244,0.000393893639366078,-1.1085821443829,2.70475413821854e-05,"Higher in COVID-19"
"SNORD74",1.81158124895327,0.022867510095966,1.44440867149362,2.79462095672692e-05,"Higher in COVID-19"
"TFF3",-1.40068147272945,0.0372150672112736,1.40488258974608,2.79462095672692e-05,"Lower in COVID-19"
"SNORD31",-1.55439878115471,0.00367048647207505,1.13507195121073,2.92829977603957e-05,"Lower in COVID-19"
"PMAIP1",1.60050042582835,0.00419047722494979,-1.11149626737366,2.96486932985106e-05,"Higher in COVID-19"
"SNORD116_25",1.86566730358539,0.0421914389838465,1.95683533144942,2.96486932985106e-05,"Higher in COVID-19"
"NRGN",2.00398131070107,0.0146686641111664,1.1872246694252,3.17067681062023e-05,"Higher in COVID-19"
"ACRBP",1.76894937898187,0.0168107541718461,-1.22362616346171,3.17067681062023e-05,"Higher in COVID-19"
"AGR3",1.69344599939809,0.00423469122847646,1.34929889620154,3.93231581425713e-05,"Higher in COVID-19"
"LOC283214",-4.64700465260655,5.48853291306829e-08,-2.63993157373016,4.1294742789861e-05,"Lower in COVID-19"
"FBXL13",1.39942803970313,0.00993184651245667,-1.39442078469655,4.27798732957347e-05,"Higher in COVID-19"
"PACS2",-1.89644684574768,2.75112404874313e-06,-1.05022553479913,4.49027153096206e-05,"Lower in COVID-19"
"SPRED3",3.04265456605158,0.0201780073339405,-2.3077920897612,4.59474908309229e-05,"Higher in COVID-19"
"KLHDC8B",-1.25535165459915,0.0032733213941233,1.06057054255315,4.87387328751791e-05,"Lower in COVID-19"
"GIMAP4",3.02725899847701,6.18177539718126e-08,-1.02324725590424,5.46497768643839e-05,"Higher in COVID-19"
"DTHD1",1.11536149216398,0.0143377646081465,1.11609747227402,6.32544824043362e-05,"Higher in COVID-19"
"RNVU1_1",-2.64275101909881,0.000190705844451766,1.23852556121306,6.56677760244023e-05,"Lower in COVID-19"
"FFAR2",4.23797810896831,0.000151327759786051,-1.59169098867512,6.79683788230776e-05,"Higher in COVID-19"
"EMB",1.05674385528184,0.0117578746713286,1.07060120432191,7.43901842411076e-05,"Higher in COVID-19"
"SRGN",3.17382298626285,0.000116072551203564,-1.25729232757873,8.1264288519392e-05,"Higher in COVID-19"
"CEP76",1.72320832183405,0.0138518392800825,1.16363569918047,8.16456178872382e-05,"Higher in COVID-19"
"CD69",3.19697037273843,0.00201463288943239,-1.49226045257158,9.17206681991616e-05,"Higher in COVID-19"
"DFNB31",-1.67323970770194,0.000114086182811855,-1.00078401690745,9.85863676865099e-05,"Lower in COVID-19"
"SNORD82",2.00011733950106,0.032666185422067,1.68785270406067,0.000111514835911047,"Higher in COVID-19"
"CXCL9",3.39660785427154,0.000158882921320781,-1.51462356677011,0.000117633724856718,"Higher in COVID-19"
"DYSF",2.43598917251602,0.0120901828578503,-1.35962575744672,0.000118350883969912,"Higher in COVID-19"
"ZFP36",2.1244649819956,0.00635712301822397,-1.07649137729328,0.000126075814893777,"Higher in COVID-19"
"TNFAIP6",4.71535975893727,0.000763616698592639,-1.65798197437048,0.000134384006898243,"Higher in COVID-19"
"IL10RA",1.52324815446624,0.0217145499000618,-1.03998996683232,0.000138642336416761,"Higher in COVID-19"
"DZIP3",1.04125288228835,0.0110919058318483,1.06278591376409,0.000143947833134297,"Higher in COVID-19"
"CBLC",-1.00116820482166,0.019063709593794,-1.37662070615279,0.000149189161765434,"Lower in COVID-19"
"SNORA10",-1.76995163725,6.35570310416578e-06,1.03309269020795,0.000149533908932393,"Lower in COVID-19"
"SERPINA1",2.71076474296672,0.000105651287189028,-1.07864184363783,0.000165301607437946,"Higher in COVID-19"
"PEX11G",1.87123024899238,0.029370012330676,-1.51578232828184,0.000168283793889373,"Higher in COVID-19"
"MUC15",1.43731542645779,0.00205689151935603,1.09210160478593,0.000173924314384927,"Higher in COVID-19"
"MTMR9LP",2.43383666119756,0.00689221017633788,1.28222238119931,0.000194603900092107,"Higher in COVID-19"
"COL18A1",-2.20681222154725,0.000151823419840602,-1.01768359871447,0.000196995697429941,"Lower in COVID-19"
"SLC25A32",1.60005955410627,0.000527170126809001,1.04910435743717,0.000198850168704029,"Higher in COVID-19"
"ALDH5A1",-1.29442799162016,0.0013195708025114,1.01587488633212,0.000201341047977916,"Lower in COVID-19"
"GS1_279B7.1",4.97286892847082,0.0145641643541217,-3.56964715450228,0.000203191656177572,"Higher in COVID-19"
"IFITM2",2.52578172560374,0.000944686883614935,-1.06923241073031,0.000204331542068943,"Higher in COVID-19"
"BRE_AS1",3.40695954642497,0.001220226369232,-1.50098263495665,0.000208412817009559,"Higher in COVID-19"
"FAM131C",3.03600130339091,0.0335058837990089,-2.24233372572866,0.000221504588530096,"Higher in COVID-19"
"ESAM",-2.84054669746348,6.52745121144822e-05,1.23765087647788,0.000225204166488104,"Lower in COVID-19"
"IRF7",1.99809410152002,0.0022095072207439,-1.00354207067503,0.000226374985034941,"Higher in COVID-19"
"ZNF493",1.15799869144158,0.0173396606976097,1.00376602846774,0.000247303764961639,"Higher in COVID-19"
"CXCL8",3.58705121434144,7.62105654736539e-06,-1.14289244561628,0.000314260336349172,"Higher in COVID-19"
"SNORD116_23",1.62798165073418,0.02116831870039,1.40773410252604,0.000327528035864069,"Higher in COVID-19"
"GPR65",2.40956331963024,0.00408816188096272,-1.24496833376895,0.000329142536696387,"Higher in COVID-19"
"TREM1",2.23564572653778,0.0286331712913447,-1.30954904778139,0.000339142143849776,"Higher in COVID-19"
"COLGALT2",-1.32055310721635,0.0222649048916168,-1.40655688756993,0.00035057139256931,"Lower in COVID-19"
"ITGAX",2.10271475100564,0.0138518392800825,-1.13177354151665,0.000356841768341176,"Higher in COVID-19"
"SNORD25",-1.98002506218146,0.00112893001868876,1.36118958925524,0.000387103510345049,"Lower in COVID-19"
"SLC22A7",-2.30098308879166,1.55330991792062e-05,1.03032586460076,0.000424747024472595,"Lower in COVID-19"
"NIFK",1.16366268553117,0.0260480940443021,1.0057017311394,0.000446456123239751,"Higher in COVID-19"
"ATAD2",1.44972751246328,0.0107451403201135,-1.11209249687023,0.000462713914189901,"Higher in COVID-19"
