"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","direction","comparison"
"OTOF",18.9769950879349,-1.78548805820358,0.2386409839892,-7.48190033562877,7.32554940441429e-14,8.72833744708049e-12,"Down","COVID19_vs_OtherVirus"
"C1S",15.4659117284459,-2.57332439664055,0.34419062263268,-7.47645120880238,7.63564734429963e-14,9.03042559252503e-12,"Down","COVID19_vs_OtherVirus"
"SLC5A9",13.4323419968082,-2.43947426565768,0.327232710480726,-7.45486067720411,8.99628450680621e-14,1.05613734143874e-11,"Down","COVID19_vs_OtherVirus"
"CSRNP1",78.8509828390377,-1.61987468882503,0.217498314593138,-7.44775743138625,9.4940171619082e-14,1.10643414603669e-11,"Down","COVID19_vs_OtherVirus"
"ADH7",55.5546811900832,1.65770722724776,0.223084333594936,7.43085451378101,1.07898337647007e-13,1.24833685425515e-11,"Up","COVID19_vs_OtherVirus"
"ARMCX2",19.577234066613,-3.2818306921399,0.442058088675636,-7.42398064012797,1.13651779552868e-13,1.30544195132452e-11,"Down","COVID19_vs_OtherVirus"
"ADH1C",47.5511950594668,1.61908838610466,0.218811414825496,7.39946948104098,1.36729641264067e-13,1.55930389458721e-11,"Up","COVID19_vs_OtherVirus"
"NRP1",42.8908944279524,-2.24250357379443,0.303404589854108,-7.39113266174629,1.45583275635086e-13,1.64849828282963e-11,"Down","COVID19_vs_OtherVirus"
"SNORA54",40.7994124632607,1.55273208840206,0.210159311277778,7.38835733216565,1.48653807879123e-13,1.67141316661836e-11,"Up","COVID19_vs_OtherVirus"
"SNORA44",104.392885569789,1.65346678472568,0.224186245193007,7.37541584365347,1.63832863222378e-13,1.82919964629964e-11,"Up","COVID19_vs_OtherVirus"
"L3MBTL1",120.09718387182,2.13019596025587,0.289213860935282,7.36546980620872,1.76524078571776e-13,1.95721072116457e-11,"Up","COVID19_vs_OtherVirus"
"MEIS1_AS3",38.7371070502647,-2.69322244557467,0.365921814098299,-7.3601035571254,1.83767610461515e-13,2.01216341910921e-11,"Down","COVID19_vs_OtherVirus"
"SNORD14C",41.6244881621617,1.61049851925476,0.21881969008895,7.35993419330814,1.84000913935829e-13,2.01216341910921e-11,"Up","COVID19_vs_OtherVirus"
"OR2W5",11.8668193927904,-5.08552061010269,0.691188043409092,-7.35765130574276,1.87174198074806e-13,2.03294098398799e-11,"Down","COVID19_vs_OtherVirus"
"LOC100652758",19.9620788640971,-2.7339830093816,0.371884095724574,-7.35170726797214,1.95691016746749e-13,2.11108295498554e-11,"Down","COVID19_vs_OtherVirus"
"SNORD119",32.9011133794088,2.09931654591086,0.286177945319168,7.33570346788792,2.20559878302941e-13,2.36339531341259e-11,"Up","COVID19_vs_OtherVirus"
"ZNF773",15.964335261569,-2.93234266402425,0.400234064620016,-7.32656943333454,2.36118886603068e-13,2.51324942900306e-11,"Down","COVID19_vs_OtherVirus"
"TAL1",17.6899249385689,-4.00216271155648,0.546656202293932,-7.32116949329801,2.4581911672101e-13,2.59917087256136e-11,"Down","COVID19_vs_OtherVirus"
"CRHR2",27.9915291480734,-3.17933936126572,0.435655837873774,-7.29782338458389,2.92460179560771e-13,3.07198633346531e-11,"Down","COVID19_vs_OtherVirus"
"TSPAN18",14.9755205435703,-2.87687078638109,0.394320316189749,-7.29577114915055,2.96953281906169e-13,3.09879483589143e-11,"Down","COVID19_vs_OtherVirus"
"PFKFB4",11.5821975080445,2.19217892820412,0.301039134725846,7.28203969294728,3.28810290869776e-13,3.40895136625119e-11,"Up","COVID19_vs_OtherVirus"
"DHRS12",34.3692320557392,-2.49039781370247,0.342090804683765,-7.27993205197268,3.33988353896738e-13,3.44029552149375e-11,"Down","COVID19_vs_OtherVirus"
"KLK8",22.6037285702724,-4.12607871941188,0.567182664890325,-7.27469116181422,3.47213876286252e-13,3.55360047999122e-11,"Down","COVID19_vs_OtherVirus"
"ARHGEF10",14.8902803260901,-2.20335769740882,0.304563384649667,-7.23447994230594,4.67316398091073e-13,4.73299912054862e-11,"Down","COVID19_vs_OtherVirus"
"SNORD32A",9.21518076685993,1.8325521699832,0.253318866492366,7.23417167997801,4.68378968462158e-13,4.73299912054862e-11,"Up","COVID19_vs_OtherVirus"
"PLEK",151.280863015739,-1.95253370034822,0.270327190357889,-7.22285352710263,5.09078393204451e-13,5.10844635696134e-11,"Down","COVID19_vs_OtherVirus"
