"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","direction","comparison"
"PCDHGB2",5.715842529866,-2.82780718114685,0.477112162185759,-5.92692327982591,3.08663092087929e-09,3.42550359219285e-07,"Down","COVID19_vs_Healthy"
"SMARCA5",87.6908393287328,1.02565575088749,0.17351402052176,5.91108284969317,3.39866024957361e-09,3.74522785812167e-07,"Up","COVID19_vs_Healthy"
"ZNF428",32.601991602835,-1.46777342879683,0.248522357892281,-5.90600154145093,3.50510693824959e-09,3.83551841746361e-07,"Down","COVID19_vs_Healthy"
"HLA_A",773.046383229033,1.37432091780806,0.233346301695501,5.8896194532427,3.87085928501943e-09,4.20633375638779e-07,"Up","COVID19_vs_Healthy"
"NUB1",55.7925334321359,1.63526227504357,0.27816116250496,5.87883031663132,4.13175638402782e-09,4.45887751015637e-07,"Up","COVID19_vs_Healthy"
"PRKG1",5.74766704086262,-3.51341806083708,0.597998802383516,-5.87529280465651,4.22096604376342e-09,4.52395045567191e-07,"Down","COVID19_vs_Healthy"
"GPI",57.8974974257768,-1.01930254827278,0.173601627358227,-5.87150341724303,4.31860691950337e-09,4.56605142408032e-07,"Down","COVID19_vs_Healthy"
"LMNB2",43.8822285815676,-1.18154234002537,0.201216396720275,-5.8719983027423,4.30573154044897e-09,4.56605142408032e-07,"Down","COVID19_vs_Healthy"
"LOC100128361",1.66840647629416,-2.36775857684742,0.403405582452361,-5.86942442009225,4.37310649098059e-09,4.59264230676941e-07,"Down","COVID19_vs_Healthy"
"C15orf61",1.59423015296821,-3.26144232576559,0.556099730447711,-5.86485147752154,4.49534897398657e-09,4.68954804966279e-07,"Down","COVID19_vs_Healthy"
"LARP6",16.170949865188,-2.07028752747371,0.353160583881166,-5.86217041755243,4.56855782968813e-09,4.73435714695099e-07,"Down","COVID19_vs_Healthy"
"DNAH2",167.106101850843,-1.55325471053128,0.265044186614833,-5.86036136226787,4.61860995072592e-09,4.75473740190521e-07,"Down","COVID19_vs_Healthy"
"CCNB1IP1",4.92115346300357,-2.18383010880612,0.372739962286123,-5.8588569237708,4.66064012142757e-09,4.76664683791495e-07,"Down","COVID19_vs_Healthy"
"HNRNPAB",61.1756014318519,-1.00011497138719,0.170800709453509,-5.85544974951883,4.75720849314649e-09,4.83381808446469e-07,"Down","COVID19_vs_Healthy"
"SLC30A5",17.9642271716643,-1.54358441673612,0.264261388692193,-5.841127318581,5.18487588387788e-09,5.23438308586588e-07,"Down","COVID19_vs_Healthy"
"HSP90B1",343.498545862257,1.20156626315653,0.207119474449502,5.80131958305775,6.57950641338399e-09,6.5997510485021e-07,"Up","COVID19_vs_Healthy"
"PKP3",21.0718197248413,-1.40435291424213,0.242240007289988,-5.79736159172486,6.73663379396559e-09,6.71432137630405e-07,"Down","COVID19_vs_Healthy"
"ADAMTS6",4.90334726927763,-3.08849302305665,0.533817815739343,-5.7856686906919,7.22244396514173e-09,7.15296222573024e-07,"Down","COVID19_vs_Healthy"
"SFN",37.5279745013708,-1.99100921714869,0.34482249952994,-5.77401190427777,7.74059644174741e-09,7.61791529059519e-07,"Down","COVID19_vs_Healthy"
"BEND6",50.0893874743998,4.78569419115348,0.829061145006104,5.77242609906444,7.81382176818078e-09,7.64191768928081e-07,"Up","COVID19_vs_Healthy"
"CUL9",52.6251461518596,-1.01212502568072,0.175576378009577,-5.76458540240255,8.18588192374573e-09,7.9560671020356e-07,"Down","COVID19_vs_Healthy"
"IFIT5",18.0967399486977,2.42184491835259,0.421142930253228,5.75064840076115,8.89018288693604e-09,8.58725813671451e-07,"Up","COVID19_vs_Healthy"
"OAS3",163.117551898245,2.61733082774844,0.456241654588219,5.73672044502537,9.65273868754402e-09,9.26662914004226e-07,"Up","COVID19_vs_Healthy"
"NAGLU",14.2239065236862,-2.3265991939431,0.405753719010724,-5.73401816159721,9.8078822341776e-09,9.35815495124458e-07,"Down","COVID19_vs_Healthy"
"DCLK2",93.1826699588337,4.83157425155533,0.843763125035255,5.7262211492751,1.02692336822098e-08,9.73896779752844e-07,"Up","COVID19_vs_Healthy"
"NR2F1_AS1",2.80609717491208,-3.83142207322628,0.670382604700588,-5.71527668880594,1.09525665906144e-08,1.03244434945743e-06,"Down","COVID19_vs_Healthy"
"RN7SL2",14563.097391257,-1.8324075768284,0.321113507783012,-5.70641699092467,1.15379135288209e-08,1.0746742315416e-06,"Down","COVID19_vs_Healthy"
"SNORD53",5.77764138840968,-2.73491287341727,0.479218172838156,-5.70703080231667,1.14963983719427e-08,1.0746742315416e-06,"Down","COVID19_vs_Healthy"
"C17orf50",6.14839486849997,-3.24813563540705,0.569466851434148,-5.70381862829581,1.17152732932269e-08,1.08473725735157e-06,"Down","COVID19_vs_Healthy"
"CST3",50.8228874335184,-1.13655053732595,0.199494281207858,-5.69715848717361,1.21820674907056e-08,1.12132348290918e-06,"Down","COVID19_vs_Healthy"
"CARD16",29.3052531878146,3.59284979506063,0.631328828723814,5.69093257205333,1.26347397731094e-08,1.15618952029015e-06,"Up","COVID19_vs_Healthy"
"TPR",167.3523578955,1.00363465105772,0.176517903191954,5.68573857330676,1.30248513566267e-08,1.18495856993311e-06,"Up","COVID19_vs_Healthy"
"ONECUT1",16.0090033684697,-3.13373948505722,0.55168539725429,-5.68030167311602,1.34457378776509e-08,1.21617864918776e-06,"Down","COVID19_vs_Healthy"
"EVI2B",50.5298598541316,3.65228163551674,0.643273133913275,5.67765299523472,1.3655537404563e-08,1.22805660521035e-06,"Up","COVID19_vs_Healthy"
"GOLGA4",158.254643608794,1.10491903636685,0.194750248010993,5.67351799369456,1.39894399162155e-08,1.25089574747966e-06,"Up","COVID19_vs_Healthy"
"UBE3C",36.5185149671386,-0.938331287776555,0.165504837940549,-5.66950972220892,1.43206724754526e-08,1.27323797099933e-06,"Not significant","COVID19_vs_Healthy"
"H2AFY",69.452984074622,-0.896535631636643,0.158247347407368,-5.66540701202868,1.46675951493883e-08,1.29671485252897e-06,"Not significant","COVID19_vs_Healthy"
"DEGS1",22.6546956486481,-2.31892295159679,0.409681250106941,-5.66031018259066,1.51099635555954e-08,1.32831859392111e-06,"Down","COVID19_vs_Healthy"
"E2F6",12.5887146858786,-2.32395597449892,0.410845428298709,-5.65652144195036,1.54471688620451e-08,1.35037596845408e-06,"Down","COVID19_vs_Healthy"
"PLSCR1",70.82719634129,1.90345039079343,0.336866719190816,5.65045545420957,1.60023272883631e-08,1.39113565226837e-06,"Up","COVID19_vs_Healthy"
"SNORD12C",152.797513217137,2.33419908697496,0.413264071347123,5.64820232101507,1.62134299074875e-08,1.40170028283074e-06,"Up","COVID19_vs_Healthy"
