Gene
ABCB11
ALDH2
ALDH3A1
CBR1
CYP2A13
CYP2B6
CYP2F1
CYP2J2
EPHX1
FMO2
FMO5
GRIN1
GSTA1
GSTA2
GSTA3
GSTA4
RBBP9
SLC22A7
UGT2A1
