"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006953","acute-phase response","8/811","30/12405",0.266666666666667,4.07891491985203,4.46540001568619,0.000518424312226195,0.00987186482393338,0.00987186482393338,"TNF/SAA1/PLSCR1/IL1B/SAA2/PTGS2/SERPINA1/IL1RN",8
"GO:0010803","regulation of tumor necrosis factor-mediated signaling pathway","11/811","53/12405",0.207547169811321,3.17462717818673,4.1959351045268,0.000526620207782494,0.00997972577831656,0.00997972577831655,"GPS2/CYLD/TANK/CARD16/CASP4/TNFAIP3/LAPTM5/MIR1246/NAIP/CASP1/PTPN2",11
"GO:0043065","positive regulation of apoptotic process","42/811","379/12405",0.110817941952507,1.69506358806516,3.63461321292455,0.000531342191904973,0.00997972577831656,0.00997972577831655,"S100A8/PPID/LYN/ATF3/CYLD/RPS7/CCL2/TNF/CD274/TNFRSF1B/CASP4/MNDA/IFIT2/STK17A/DDIT3/OMA1/HCAR2/STK17B/LILRB1/G0S2/BCL2L14/TNFSF15/GADD45B/RPL26/FCAR/PMAIP1/DNAJA1/ZBP1/MEF2C/BCL2A1/CASP1/SOD2/CASP5/TNFAIP8/BCLAF1/UBD/TNFSF10/IRF8/FAS/HMGB1/PTPN2/JAK2",42
"GO:0007249","canonical NF-kappaB signal transduction","35/811","298/12405",0.11744966442953,1.7965019571496,3.68087751408359,0.000531435704023237,0.00997972577831656,0.00997972577831655,"NPM1/NAMPT/IFIT5/CYLD/TBK1/ECM1/PRKCB/TNF/NFKBIA/TANK/STAT1/TLR3/MIER1/CARD16/TRIM25/BCL3/TRIM5/TNFAIP3/IL1B/BIRC3/NKIRAS1/TNFSF15/TRAF1/NFKBIL1/ZC3HAV1/GBP7/TRIM22/BST2/CASP1/UBD/EIF2AK2/TNFSF10/CARD10/PELI1/CLEC7A",35
"GO:1903039","positive regulation of leukocyte cell-cell adhesion","25/811","189/12405",0.132275132275132,2.02327128960914,3.74914154463509,0.000584489290876114,0.0109256599097255,0.0109256599097255,"PTPRC/NCKAP1L/LYN/ZBTB1/TESPA1/SOCS1/CCL2/TNF/AIF1/CD274/IL12RB2/DOCK8/RASGRP1/B2M/IL1B/CD86/IL7R/BMI1/IL2RG/SIRPB1/GPR65/HSPH1/NFKBIZ/HMGB1/JAK2",25
"GO:0036230","granulocyte activation","9/811","38/12405",0.236842105263158,3.62272048802648,4.28239067456131,0.000608145085623592,0.0112477909493135,0.0112477909493135,"TNF/CXCR2/FCER1G/CD177/FCAR/KMT2E/CD300A/CXCL8/CXCR1",9
"GO:0035710","CD4-positive, alpha-beta T cell activation","17/811","108/12405",0.157407407407407,2.40769283463488,3.88592889056266,0.00061000289565602,0.0112477909493135,0.0112477909493135,"NCKAP1L/PSMA2/SOCS1/TBK1/LY9/IL18RAP/CD274/CD69/IL18R1/RSAD2/CD86/PSMA4/GPR65/STAT4/NFKBIZ/PSMA3/HMGB1",17
"GO:0046632","alpha-beta T cell differentiation","17/811","108/12405",0.157407407407407,2.40769283463488,3.88592889056266,0.00061000289565602,0.0112477909493135,0.0112477909493135,"NCKAP1L/PSMA2/SOCS1/TBK1/LY9/IL18RAP/CD69/IL18R1/RSAD2/CD86/PSMA4/GPR65/STAT4/PRDM1/NFKBIZ/PSMA3/HMGB1",17
"GO:0032623","interleukin-2 production","11/811","54/12405",0.203703703703704,3.11583778599808,4.12100219361104,0.000622952956495727,0.0113327379362504,0.0113327379362504,"PTPRC/PSMA2/TNFAIP3/LAPTM5/IL1B/CD86/PSMA4/ZFP36/PSMA3/CLEC7A/GBP1",11
"GO:0032663","regulation of interleukin-2 production","11/811","54/12405",0.203703703703704,3.11583778599808,4.12100219361104,0.000622952956495727,0.0113327379362504,0.0113327379362504,"PTPRC/PSMA2/TNFAIP3/LAPTM5/IL1B/CD86/PSMA4/ZFP36/PSMA3/CLEC7A/GBP1",11
"GO:0060760","positive regulation of response to cytokine stimulus","11/811","54/12405",0.203703703703704,3.11583778599808,4.12100219361104,0.000622952956495727,0.0113327379362504,0.0113327379362504,"TBK1/CXCR4/IFIH1/HIF1A/PARP14/CASP4/PARP9/LAPTM5/MIR1246/ZBP1/CASP1",11
"GO:0002765","immune response-inhibiting signal transduction","5/811","12/12405",0.416666666666667,6.3733045622688,4.92513924371129,0.000634407864237907,0.011438991357387,0.011438991357387,"LYN/LILRA6/LILRB1/FCAR/LILRB3",5
"GO:0002767","immune response-inhibiting cell surface receptor signaling pathway","5/811","12/12405",0.416666666666667,6.3733045622688,4.92513924371129,0.000634407864237907,0.011438991357387,0.011438991357387,"LYN/LILRA6/LILRB1/FCAR/LILRB3",5
"GO:0036037","CD8-positive, alpha-beta T cell activation","8/811","31/12405",0.258064516129032,3.94733701921165,4.34540488167744,0.000659203041092258,0.0118337109799601,0.0118337109799601,"NCKAP1L/IRF1/PSMA2/SOCS1/CD274/LILRB1/PSMA4/PSMA3",8
