"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032652","regulation of interleukin-1 production","5/81","79/10540",0.0632911392405063,8.23566182215971,5.68070629072616,0.000341832108564615,0.00590685883599654,0.000781977765230034,"TNF/CARD16/IL1R2/GBP5/AIM2",5
"GO:0002429","immune response-activating cell surface receptor signaling pathway","8/81","229/10540",0.0349344978165939,4.54579761712222,4.77395610795615,0.000361096597778084,0.00617796951446068,0.000817868672455282,"FFAR2/CLEC2B/LCP2/MNDA/CD274/TNIP3/CMKLR1/GBP1",8
"GO:0050866","negative regulation of cell activation","6/81","124/10540",0.0483870967741935,6.2962962962963,5.22071229340099,0.000370944878180933,0.00628424264212405,0.000831937609123917,"MILR1/SOCS1/MNDA/CD274/CD69/SAMSN1",6
"GO:0072678","T cell migration","4/81","45/10540",0.0888888888888889,11.5665294924554,6.25092855509436,0.000379577951935026,0.00636806505770606,0.000843034414893773,"CCL2/CD69/CXCL11/CXCL10",4
"GO:0001959","regulation of cytokine-mediated signaling pathway","6/81","125/10540",0.048,6.24592592592592,5.19211918926923,0.000387285971583208,0.00643490537399792,0.000851883050456663,"ISG15/CARD16/IL1R2/PARP14/ZBP1/USP18",6
"GO:0051928","positive regulation of calcium ion transport","4/81","46/10540",0.0869565217391304,11.3150831991412,6.16990179264982,0.000413314976325792,0.00680198361039017,0.00090047859453998,"CCL2/CXCL9/CXCL11/CXCL10",4
"GO:0043068","positive regulation of programmed cell death","10/81","364/10540",0.0274725274725275,3.57482024148691,4.39952902755076,0.000450894972408453,0.00735043879548874,0.000973085672494611,"BCLAF1/CCL2/MNDA/TNF/CD274/G0S2/CASP5/ZBP1/BCL2A1/IFIT2",10
"GO:0050848","regulation of calcium-mediated signaling","4/81","48/10540",0.0833333333333333,10.843621399177,6.01510911122466,0.00048712873772175,0.00786690148395499,0.0010414574332163,"PLEK/TNF/CMKLR1/GBP1",4
"GO:0043270","positive regulation of monoatomic ion transport","5/81","86/10540",0.0581395348837209,7.56531725523974,5.37973428069985,0.000506556264068202,0.00810490022509123,0.00107296482638221,"CCL2/CXCL9/SLC6A4/CXCL11/CXCL10",5
"GO:0031348","negative regulation of defense response","7/81","184/10540",0.0380434782608696,4.95034889962426,4.75713499309176,0.000516064555502837,0.00818128029274222,0.00108307637911576,"SERPING1/ISG15/CD69/TNFAIP6/IL1R2/PARP14/USP18",7
"GO:0071675","regulation of mononuclear cell migration","5/81","90/10540",0.0555555555555556,7.22908093278464,5.22256932149878,0.000624146127393865,0.00980476825578725,0.00129800135438066,"CCL2/TNF/CD69/CMKLR1/CXCL10",5
"GO:0051250","negative regulation of lymphocyte activation","5/81","94/10540",0.0531914893617021,6.92146046755976,5.07475266680126,0.000761123411756329,0.0118488401397742,0.0015686052080006,"SOCS1/MNDA/CD274/CD69/SAMSN1",5
"GO:0002686","negative regulation of leukocyte migration","3/81","24/10540",0.125,16.2654320987654,6.58850021057507,0.000787756709985938,0.0119407332882079,0.00158077045535919,"CCL2/CD69/TNFAIP6",3
"GO:0045668","negative regulation of osteoblast differentiation","3/81","24/10540",0.125,16.2654320987654,6.58850021057507,0.000787756709985938,0.0119407332882079,0.00158077045535919,"PTCH1/TNF/TNFAIP6",3
"GO:0048247","lymphocyte chemotaxis","3/81","24/10540",0.125,16.2654320987654,6.58850021057507,0.000787756709985938,0.0119407332882079,0.00158077045535919,"CCL2/CXCL11/CXCL10",3
"GO:0030336","negative regulation of cell migration","7/81","198/10540",0.0353535353535354,4.60032422995386,4.50058607226838,0.000797846284314348,0.0119885076460452,0.0015870950496341,"CCL2/TNF/MYOCD/CD69/TNFAIP6/IFITM1/ZEB2",7
"GO:0002274","myeloid leukocyte activation","6/81","146/10540",0.0410958904109589,5.34753932014206,4.65506468764867,0.000881018434314295,0.0131241366766819,0.00173743496398857,"MILR1/LCP2/TNF/CXCR2/FCGR3A/CXCL8",6
"GO:0002697","regulation of immune effector process","7/81","202/10540",0.0346534653465347,4.50922870064784,4.43165785717475,0.000897431027382431,0.013254365942879,0.00175467532699298,"FFAR2/SERPING1/TNF/CD274/CD69/DDX60/RSAD2",7
"GO:0046649","lymphocyte activation","11/81","472/10540",0.0233050847457627,3.03253818790542,3.97589805347657,0.000917623398588811,0.0134377392606904,0.00177895114959959,"CLEC2B/SOCS1/CCL2/MNDA/CD274/TNFSF13B/CD69/SAMSN1/FCGR3A/RSAD2/SLAMF7",11
"GO:2000146","negative regulation of cell motility","7/81","209/10540",0.0334928229665072,4.35820190206155,4.31524934941276,0.00109514308723168,0.0159025819725743,0.0021052586251967,"CCL2/TNF/MYOCD/CD69/TNFAIP6/IFITM1/ZEB2",7
"GO:1904427","positive regulation of calcium ion transmembrane transport","3/81","27/10540",0.111111111111111,14.4581618655693,6.16171245464114,0.00111970163859188,0.0161237035957231,0.00213453174607445,"CXCL9/CXCL11/CXCL10",3
"GO:0007200","phospholipase C-activating G protein-coupled receptor signaling pathway","4/81","61/10540",0.0655737704918033,8.53268569115563,5.19220670847225,0.00121138354558382,0.0171763537843811,0.00227388653090179,"FFAR2/PLEK/CXCR2/CMKLR1",4
"GO:0001503","ossification","7/81","213/10540",0.0328638497652582,4.27635773488669,4.25100052194143,0.00122262240479101,0.0171763537843811,0.00227388653090179,"FSTL3/SRGN/ISG15/PTCH1/TNF/TNFAIP6/IFITM1",7
"GO:0040013","negative regulation of locomotion","7/81","213/10540",0.0328638497652582,4.27635773488669,4.25100052194143,0.00122262240479101,0.0171763537843811,0.00227388653090179,"CCL2/TNF/MYOCD/CD69/TNFAIP6/IFITM1/ZEB2",7
"GO:0006968","cellular defense response","3/81","28/10540",0.107142857142857,13.9417989417989,6.03431695987536,0.00124715409812647,0.0172406582525003,0.0022823994589521,"MNDA/CXCL9/CXCR2",3
"GO:0046636","negative regulation of alpha-beta T cell activation","3/81","28/10540",0.107142857142857,13.9417989417989,6.03431695987536,0.00124715409812647,0.0172406582525003,0.0022823994589521,"SOCS1/CD274/CD69",3
"GO:0072676","lymphocyte migration","4/81","62/10540",0.0645161290322581,8.39506172839506,5.13920073530279,0.00128743283312698,0.0176562217114557,0.00233741370492745,"CCL2/CD69/CXCL11/CXCL10",4
"GO:0002690","positive regulation of leukocyte chemotaxis","4/81","63/10540",0.0634920634920635,8.2618067803253,5.08737348493259,0.00136676175096234,0.0185965693359286,0.00246190134791014,"CCL2/CMKLR1/CXCL8/CXCL10",4
"GO:0039531","regulation of cytoplasmic pattern recognition receptor signaling pathway","5/81","109/10540",0.0458715596330275,5.96896590780383,4.58895103292052,0.00148121370287292,0.0199506941151824,0.00264116675751677,"GBP2/OASL/DDX60/GBP5/RSAD2",5
"GO:0050867","positive regulation of cell activation","7/81","221/10540",0.0316742081447964,4.12155745489079,4.12710761865177,0.00151241788889032,0.0199506941151824,0.00264116675751677,"PLEK/SOCS1/CCL2/TNF/CD274/TNFSF13B/FCGR3A",7
"GO:0019233","sensory perception of pain","3/81","30/10540",0.1,13.0123456790123,5.79808023522575,0.00152863599966732,0.0199506941151824,0.00264116675751677,"CCL2/TNF/PROK2",3
"GO:0070498","interleukin-1-mediated signaling pathway","3/81","30/10540",0.1,13.0123456790123,5.79808023522575,0.00152863599966732,0.0199506941151824,0.00264116675751677,"IL1R2/RPS6KA4/ZBP1",3
"GO:0002698","negative regulation of immune effector process","4/81","65/10540",0.0615384615384615,8.00759734093067,4.98707537079169,0.00153555689659679,0.0199506941151824,0.00264116675751677,"SERPING1/TNF/CD274/CD69",4
"GO:0045667","regulation of osteoblast differentiation","4/81","65/10540",0.0615384615384615,8.00759734093067,4.98707537079169,0.00153555689659679,0.0199506941151824,0.00264116675751677,"PTCH1/TNF/TNFAIP6/IFITM1",4
"GO:0045824","negative regulation of innate immune response","4/81","66/10540",0.0606060606060606,7.88627010849233,4.93852056665971,0.00162517193606344,0.0208022007816121,0.00275389321646572,"SERPING1/ISG15/PARP14/USP18",4
"GO:0071677","positive regulation of mononuclear cell migration","4/81","66/10540",0.0606060606060606,7.88627010849233,4.93852056665971,0.00162517193606344,0.0208022007816121,0.00275389321646572,"CCL2/TNF/CMKLR1/CXCL10",4
"GO:0042119","neutrophil activation","3/81","31/10540",0.0967741935483871,12.5925925925926,5.68823924669523,0.0016830995009987,0.0213852642479834,0.0028310819015316,"TNF/CXCR2/CXCL8",3
"GO:0015837","amine transport","3/81","32/10540",0.09375,12.1990740740741,5.58334166225526,0.00184699013088249,0.0231275285953981,0.00306173105341732,"AQP9/SLC18A1/TNF",3
"GO:0060338","regulation of type I interferon-mediated signaling pathway","3/81","32/10540",0.09375,12.1990740740741,5.58334166225526,0.00184699013088249,0.0231275285953981,0.00306173105341732,"ISG15/ZBP1/USP18",3
"GO:0051249","regulation of lymphocyte activation","8/81","298/10540",0.0268456375838926,3.49324716215096,3.84218444888722,0.00199673518883894,0.0248227223475805,0.00328614877843308,"SOCS1/CCL2/MNDA/CD274/TNFSF13B/CD69/SAMSN1/FCGR3A",8
"GO:1902106","negative regulation of leukocyte differentiation","4/81","73/10540",0.0547945205479452,7.13005242685608,4.62499893405342,0.00235675834139443,0.0287664827746614,0.00380824233966359,"FSTL3/SOCS1/CD69/TNFAIP6",4
"GO:0036230","granulocyte activation","3/81","35/10540",0.0857142857142857,11.1534391534392,5.29476018654594,0.00239720689788845,0.0287664827746614,0.00380824233966359,"TNF/CXCR2/CXCL8",3
"GO:0038034","signal transduction in absence of ligand","3/81","35/10540",0.0857142857142857,11.1534391534392,5.29476018654594,0.00239720689788845,0.0287664827746614,0.00380824233966359,"TNF/IFI6/BCL2A1",3
"GO:0050918","positive chemotaxis","3/81","35/10540",0.0857142857142857,11.1534391534392,5.29476018654594,0.00239720689788845,0.0287664827746614,0.00380824233966359,"CCL2/CXCL8/CXCL10",3
"GO:0097192","extrinsic apoptotic signaling pathway in absence of ligand","3/81","35/10540",0.0857142857142857,11.1534391534392,5.29476018654594,0.00239720689788845,0.0287664827746614,0.00380824233966359,"TNF/IFI6/BCL2A1",3
"GO:0039530","MDA-5 signaling pathway","2/81","10/10540",0.2,26.0246913580247,6.96709406970059,0.00252216791040555,0.0297619148725215,0.00394002232441271,"IFIH1/DDX60",2
"GO:0071360","cellular response to exogenous dsRNA","2/81","10/10540",0.2,26.0246913580247,6.96709406970059,0.00252216791040555,0.0297619148725215,0.00394002232441271,"IFIT1/IFIH1",2
"GO:0030099","myeloid cell differentiation","7/81","242/10540",0.0289256198347107,3.76390164268952,3.82781511875942,0.00253182956380825,0.0297619148725215,0.00394002232441271,"FSTL3/SOCS1/HBB/ISG15/TNF/TNFAIP6/IL1R2",7
"GO:0002820","negative regulation of adaptive immune response","3/81","36/10540",0.0833333333333333,10.843621399177,5.20626087305493,0.00260075790690502,0.0299691758988824,0.00396746051427182,"CD274/CD69/SAMSN1",3
"GO:0045670","regulation of osteoclast differentiation","3/81","36/10540",0.0833333333333333,10.843621399177,5.20626087305493,0.00260075790690502,0.0299691758988824,0.00396746051427182,"FSTL3/TNF/TNFAIP6",3
"GO:1903707","negative regulation of hemopoiesis","4/81","75/10540",0.0533333333333333,6.93991769547325,4.54295644317194,0.00260149096344466,0.0299691758988824,0.00396746051427182,"FSTL3/SOCS1/CD69/TNFAIP6",4
"GO:0070663","regulation of leukocyte proliferation","5/81","125/10540",0.04,5.20493827160494,4.16180880133931,0.00270317009685076,0.0309342909096564,0.00409522698038674,"MNDA/CD274/TNFSF13B/FCGR3A/CCL8",5
"GO:2000402","negative regulation of lymphocyte migration","2/81","11/10540",0.181818181818182,23.658810325477,6.61663250206754,0.00306731223727512,0.034870497013233,0.00461632046472771,"CCL2/CD69",2
"GO:0046631","alpha-beta T cell activation","5/81","130/10540",0.0384615384615385,5.00474833808167,4.0431389918478,0.00320250132299539,0.0361694267067715,0.00478827888918746,"CLEC2B/SOCS1/CD274/CD69/RSAD2",5
"GO:0051279","regulation of release of sequestered calcium ion into cytosol","3/81","39/10540",0.0769230769230769,10.0094966761633,4.96037641459567,0.00327433063620313,0.0367405411646689,0.00486388570828996,"CXCL9/CXCL11/CXCL10",3
"GO:0007599","hemostasis","5/81","133/10540",0.037593984962406,4.89185927782419,3.97481849572583,0.00353227388272419,0.0393791565764348,0.00521319803152007,"PLEK/HBB/SERPING1/SLC6A4/FLI1",5
"GO:0042742","defense response to bacterium","5/81","134/10540",0.0373134328358209,4.85535286530311,3.95249884844222,0.00364743539206744,0.0400553867501104,0.00530272056366007,"GBP2/GBP4/ISG15/GBP5/GBP1",5
"GO:0071359","cellular response to dsRNA","2/81","12/10540",0.166666666666667,21.6872427983539,6.30982663094447,0.00366247170516056,0.0400553867501104,0.00530272056366007,"IFIT1/IFIH1",2
"GO:0098810","neurotransmitter reuptake","2/81","12/10540",0.166666666666667,21.6872427983539,6.30982663094447,0.00366247170516056,0.0400553867501104,0.00530272056366007,"SLC18A1/SLC6A4",2
"GO:0002573","myeloid leukocyte differentiation","5/81","135/10540",0.037037037037037,4.81938728852309,3.93039927066812,0.00376527337345623,0.0407965480130508,0.00540083897890596,"FSTL3/SOCS1/TNF/TNFAIP6/IL1R2",5
"GO:0042267","natural killer cell mediated cytotoxicity","3/81","41/10540",0.0731707317073171,9.52122854561879,4.8108000216853,0.00377745814935655,0.0407965480130508,0.00540083897890596,"FCGR3A/GZMB/SLAMF7",3
"GO:0010721","negative regulation of cell development","5/81","136/10540",0.0367647058823529,4.78395061728395,3.90851580614427,0.0038858224700211,0.0417062188086737,0.00552126547894712,"FSTL3/SOCS1/TNF/CD69/TNFAIP6",5
"GO:0045596","negative regulation of cell differentiation","8/81","334/10540",0.0239520958083832,3.11672950395505,3.45945706389115,0.00402441957609369,0.0428894954507437,0.00567791320829119,"FSTL3/SOCS1/PTCH1/TNF/MYOCD/CD69/SLC6A4/TNFAIP6",8
"GO:0032731","positive regulation of interleukin-1 beta production","3/81","42/10540",0.0714285714285714,9.29453262786596,4.73980430447478,0.00404571050837455,0.0428894954507437,0.00567791320829119,"TNF/GBP5/AIM2",3
"GO:0001935","endothelial cell proliferation","4/81","86/10540",0.0465116279069767,6.05225380419179,4.13990397242643,0.00426504154797621,0.0442253759601088,0.00585476335560835,"CCL2/TNF/PROK2/ZEB2",4
"GO:0050921","positive regulation of chemotaxis","4/81","86/10540",0.0465116279069767,6.05225380419179,4.13990397242643,0.00426504154797621,0.0442253759601088,0.00585476335560835,"CCL2/CMKLR1/CXCL8/CXCL10",4
"GO:0045987","positive regulation of smooth muscle contraction","2/81","13/10540",0.153846153846154,20.0189933523267,6.03815172306727,0.00430686462585013,0.0442253759601088,0.00585476335560835,"MYOCD/PROK2",2
"GO:2000659","regulation of interleukin-1-mediated signaling pathway","2/81","13/10540",0.153846153846154,20.0189933523267,6.03815172306727,0.00430686462585013,0.0442253759601088,0.00585476335560835,"IL1R2/ZBP1",2
"GO:0098586","cellular response to virus","3/81","43/10540",0.0697674418604651,9.07838070628768,4.67114206149817,0.00432528271832082,0.0442253759601088,0.00585476335560835,"IFIH1/IFI6/CXCL10",3
"GO:2000401","regulation of lymphocyte migration","3/81","43/10540",0.0697674418604651,9.07838070628768,4.67114206149817,0.00432528271832082,0.0442253759601088,0.00585476335560835,"CCL2/CD69/CXCL10",3
"GO:0050851","antigen receptor-mediated signaling pathway","5/81","141/10540",0.0354609929078014,4.61430697837317,3.80220854627098,0.00453044426207373,0.0460506334403729,0.00609639952891392,"CLEC2B/LCP2/MNDA/CD274/GBP1",5
"GO:0002228","natural killer cell mediated immunity","3/81","44/10540",0.0681818181818182,8.87205387205387,4.60468170103789,0.00461631384401643,0.0466490662132187,0.00617562287508541,"FCGR3A/GZMB/SLAMF7",3
"GO:0060760","positive regulation of response to cytokine stimulus","3/81","45/10540",0.0666666666666667,8.67489711934156,4.5403018649556,0.00491893783630796,0.0493686451502999,0.00653565353074042,"IFIH1/PARP14/ZBP1",3
"GO:0002675","positive regulation of acute inflammatory response","2/81","14/10540",0.142857142857143,18.5890652557319,5.79525066327377,0.00499971811417967,0.0493686451502999,0.00653565353074042,"FFAR2/TNF",2
"GO:1901623","regulation of lymphocyte chemotaxis","2/81","14/10540",0.142857142857143,18.5890652557319,5.79525066327377,0.00499971811417967,0.0493686451502999,0.00653565353074042,"CCL2/CXCL10",2
"GO:2001185","regulation of CD8-positive, alpha-beta T cell activation","2/81","14/10540",0.142857142857143,18.5890652557319,5.79525066327377,0.00499971811417967,0.0493686451502999,0.00653565353074042,"SOCS1/CD274",2
