"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AKAP9",337.237655810251,1.07165634243684,0.236682379609994,4.52782477598339,5.959396537336e-06,0.000177624070507112
"ALDH4A1",3.95568649859225,-1.11291958145957,0.392025799719677,-2.83889372142184,0.00452702320668968,0.0293269890194096
"ALDH5A1",14.8006038562406,-1.29442854806085,0.326121048590457,-3.96916590835079,7.21246530096378e-05,0.00131956198609141
"ALDOC",3.25738158481991,-2.48939521355275,0.505924072702891,-4.92049172567179,8.63270499303496e-07,3.79451032952278e-05
"ALG9",27.0996238712744,2.40587397149732,0.643699583833757,3.73757266886577,0.000185805396727706,0.00275069332828302
"ALKBH1",2.88891280170356,-2.05217465645026,0.426022766474563,-4.81705396505562,1.45693295132126e-06,5.7425911391121e-05
"ALKBH4",2.76499351768785,-1.38048786329998,0.400679581417396,-3.44536614123568,0.000570286344605371,0.00642803022768218
"ALOX15B",1.75682760513024,-2.07831569039555,0.616401468346106,-3.37169166058603,0.000747080370572091,0.00787756983740706
"ALOX15P1",1.93325225662303,-1.69162662305499,0.496665171868306,-3.40596989455008,0.000659294489179307,0.00720939215001943
"ALS2CR12",38.2071288188559,1.14106111542738,0.349438838758764,3.2654101057585,0.00109305694205815,0.0106767509546354
"AMH",12.5448808178761,-2.68673627795091,0.48830941686909,-5.50211850342257,3.7525457945937e-08,2.79618269494296e-06
"AMN",5.18911253361668,-1.86256845997803,0.416203072375247,-4.47514346626145,7.63600217065603e-06,0.000215293985525091
"ANGPT1",5.81814761918153,1.86889221678934,0.636904687704168,2.93433578503887,0.00334262376607971,0.0239713000419868
"ANKRD12",119.406466881263,1.36118689725377,0.2578509310027,5.27896832468491,1.29913257991826e-07,8.0034750435279e-06
"ANKRD18A",25.4946275459024,1.65865499358026,0.396862896284834,4.17941563473805,2.92259113490332e-05,0.000648690866368329
"ANKRD18B",16.2234591519393,1.44595926678013,0.374563491661806,3.86038495200084,0.000113208533799015,0.00187275108113448
"AP1AR",16.6918268033346,-1.25777882056453,0.255153934407556,-4.92949020553015,8.24444685970628e-07,3.66503137672397e-05
"AP3B1",76.837708357341,-1.52786884898956,0.175224387436859,-8.71949887420848,2.79435767714555e-18,2.91507392879824e-15
